datetime,Piece_weight,Screw_speed,Holding_pressure,Backpressure,Barrel_temp_zone1,Barrel_temp_zone2,Barrel_temp_zone3,Barrel_temp_zone4,Mould_temperature,Extraction_temperature,Cooling_time,Holding_time,Cycle_time,Sinks,Energy_consumption_pumps,Energy_consumption_heating,total_energy_consumption,Schrinkage
4/18/21 7:12,83.17,150.0,46.5,2.0,176.5,192.6,199.5,218.5,54.8,81.3,40.0,5.8,47.7,0,6.87,6.27,13.1,0.0
4/18/21 7:12,83.25,149.9,45.3,1.9,188.1,187.1,201.5,220.8,51.7,80.5,39.0,2.3,43.3,1,6.69,6.34,13.0,1.3
4/18/21 7:12,83.11,150.0,46.9,1.9,178.2,186.8,196.9,220.3,59.5,86.9,39.0,2.0,43.0,1,6.93,6.32,13.2,1.5
4/18/21 7:12,82.66,149.8,48.5,2.1,191.4,191.9,200.0,223.2,52.1,77.2,41.8,3.0,46.8,0,7.17,6.41,13.6,1.1
4/18/21 7:12,83.20,149.9,42.6,2.0,182.5,188.7,199.9,221.9,49.1,75.2,41.2,3.1,46.3,0,6.29,6.37,12.7,1.0
4/18/21 7:12,83.00,150.0,44.5,2.0,172.2,188.2,200.4,216.5,41.7,69.7,40.2,3.4,45.5,0,6.57,6.21,12.8,0.9
4/18/21 7:12,83.20,150.0,47.1,1.9,170.4,188.2,199.9,219.6,38.1,64.6,41.9,2.3,46.2,1,6.96,6.30,13.3,1.3
4/18/21 7:12,82.90,150.0,49.1,2.2,181.5,193.6,199.1,216.0,38.4,67.9,39.5,2.9,44.4,0,7.25,6.20,13.4,1.1
4/18/21 7:12,83.13,150.1,46.8,2.0,178.4,189.8,199.0,217.8,53.3,78.4,41.0,1.8,44.8,1,6.91,6.25,13.2,1.5
4/18/21 7:12,83.11,150.0,42.9,1.8,182.2,188.4,200.0,209.8,61.4,90.8,36.3,2.3,40.6,1,6.34,6.02,12.4,1.3
4/18/21 7:12,82.79,150.0,46.0,1.7,185.4,185.6,200.3,217.2,45.3,75.3,38.6,3.9,44.5,0,6.79,6.23,13.0,0.7
4/18/21 7:12,83.37,149.9,46.7,1.9,182.4,193.4,199.8,216.6,41.8,68.3,41.2,1.5,44.7,1,6.89,6.22,13.1,1.6
4/18/21 7:13,83.07,149.9,46.2,1.8,168.0,182.7,201.2,219.4,47.7,73.6,41.3,2.3,45.6,1,6.82,6.30,13.1,1.3
4/18/21 7:13,82.75,150.0,43.4,2.0,186.6,191.8,200.8,206.7,55.0,80.1,39.6,2.6,44.2,1,6.41,5.93,12.3,1.2
4/18/21 7:13,82.95,149.8,45.2,2.1,173.6,193.2,198.9,222.2,46.1,71.7,41.9,3.5,47.4,0,6.67,6.38,13.0,0.9
4/18/21 7:13,82.95,149.9,46.9,2.2,176.6,183.4,199.8,217.0,54.4,81.1,39.7,2.9,44.6,0,6.93,6.23,13.2,1.1
4/18/21 7:13,82.95,150.1,47.8,2.0,178.9,186.1,199.9,221.7,50.1,77.4,40.3,2.6,44.9,1,7.05,6.36,13.4,1.2
4/18/21 7:13,83.13,150.0,45.5,2.1,184.8,191.7,201.4,230.7,50.4,80.4,39.5,2.6,44.1,1,6.72,6.62,13.3,1.2
4/18/21 7:13,82.93,150.1,46.2,2.3,174.3,188.9,199.9,216.1,46.7,75.1,39.3,3.0,44.3,0,6.82,6.20,13.0,1.1
4/18/21 7:13,83.08,149.9,44.5,2.1,178.2,189.5,200.8,223.7,44.6,72.9,40.4,1.3,43.6,1,6.58,6.42,13.0,1.7
4/18/21 7:13,82.96,150.0,46.7,1.6,175.7,189.4,199.4,216.0,56.5,85.2,38.0,3.5,43.5,0,6.89,6.20,13.1,0.9
4/18/21 7:13,82.77,149.9,48.7,2.2,180.1,188.5,199.8,223.0,50.9,77.8,40.6,3.0,45.6,0,7.19,6.40,13.6,1.1
4/18/21 7:13,83.13,150.0,46.4,2.1,177.4,189.2,200.7,213.8,58.0,86.0,38.0,1.7,41.7,1,6.85,6.13,13.0,1.5
4/18/21 7:13,83.20,149.9,46.0,2.2,177.9,189.1,198.6,221.4,59.6,89.0,37.8,2.3,42.2,1,6.80,6.35,13.2,1.3
4/18/21 7:13,82.81,150.0,44.8,2.1,175.8,187.0,198.6,224.3,59.1,85.0,40.6,2.5,45.1,1,6.62,6.44,13.1,1.2
4/18/21 7:13,82.96,149.9,48.5,2.0,176.5,193.0,199.7,225.4,49.4,75.9,41.3,4.7,48.0,0,7.17,6.47,13.6,0.4
4/18/21 7:13,82.98,149.9,49.6,2.1,178.6,187.2,199.3,222.2,51.6,81.2,38.7,2.9,43.6,0,7.32,6.37,13.7,1.1
4/18/21 7:13,83.05,150.0,45.5,1.7,172.5,188.8,200.9,215.7,49.1,79.0,38.0,3.7,43.8,0,6.73,6.19,12.9,0.8
4/18/21 7:13,83.24,150.0,44.0,2.1,177.4,190.5,197.7,222.1,45.9,75.4,39.4,4.1,45.4,0,6.49,6.37,12.9,0.6
4/18/21 7:13,82.75,150.3,47.9,1.9,181.2,187.0,199.6,217.3,52.0,77.5,40.9,3.2,46.0,0,7.08,6.23,13.3,1.0
4/18/21 7:13,82.61,149.9,43.9,1.7,182.1,190.0,200.9,213.2,50.3,76.3,40.2,1.7,43.9,1,6.48,6.12,12.6,1.6
4/18/21 7:13,83.02,149.9,42.4,2.3,183.8,183.5,200.7,216.9,50.2,79.8,38.2,1.9,42.1,1,6.26,6.22,12.5,1.5
4/18/21 7:14,83.34,149.9,45.7,1.8,184.3,189.1,201.7,223.7,61.1,90.9,37.7,2.6,42.2,1,6.75,6.42,13.2,1.2
4/18/21 7:14,83.09,149.9,46.6,2.0,180.9,192.8,198.8,223.3,50.1,75.4,41.8,1.9,45.7,1,6.88,6.41,13.3,1.5
4/18/21 7:14,83.30,150.0,46.3,2.0,183.7,192.9,200.4,220.4,53.8,81.6,39.4,4.1,45.5,0,6.85,6.32,13.2,0.7
4/18/21 7:14,82.97,150.0,48.1,1.9,173.3,194.6,199.0,223.0,60.4,88.1,39.0,2.1,43.1,1,7.11,6.40,13.5,1.4
4/18/21 7:14,83.02,150.0,44.2,2.2,175.7,186.9,200.2,227.2,47.3,76.9,39.7,4.3,46.0,0,6.52,6.52,13.0,0.5
4/18/21 7:14,83.07,150.0,45.3,1.9,174.7,188.6,199.0,223.5,35.5,63.0,41.8,4.0,47.9,0,6.69,6.41,13.1,0.7
4/18/21 7:14,83.18,149.9,47.0,2.2,182.8,191.2,200.3,210.2,51.3,80.9,37.4,2.7,42.1,1,6.94,6.03,13.0,1.2
4/18/21 7:14,83.12,149.9,42.5,1.8,183.6,191.7,200.3,213.7,50.5,75.9,40.7,4.1,46.8,0,6.28,6.13,12.4,0.6
4/18/21 7:14,83.25,149.9,47.0,2.2,178.9,189.9,198.2,224.6,58.2,86.4,39.1,3.4,44.5,0,6.94,6.44,13.4,0.9
4/18/21 7:14,83.30,149.9,40.0,2.1,180.3,195.8,199.0,222.7,48.4,73.7,42.0,4.1,48.1,0,5.91,6.39,12.3,0.6
4/18/21 7:14,82.72,150.0,44.1,2.3,177.4,192.8,199.8,222.3,52.8,80.0,40.1,1.8,44.0,1,6.51,6.38,12.9,1.5
4/18/21 7:14,82.80,150.0,44.4,2.0,181.7,192.3,199.2,224.1,51.7,79.4,40.1,3.6,45.7,0,6.55,6.43,13.0,0.8
4/18/21 7:14,83.00,149.9,44.6,1.9,180.2,187.0,199.3,214.2,48.4,74.9,40.2,2.3,44.5,1,6.58,6.15,12.7,1.3
4/18/21 7:14,82.95,150.2,44.9,2.0,174.4,185.7,199.4,224.0,42.7,68.3,42.5,0.9,45.4,1,6.64,6.43,13.1,1.8
4/18/21 7:14,83.03,150.1,43.8,2.0,188.4,189.8,199.7,223.6,42.2,67.9,42.4,2.5,46.9,1,6.47,6.42,12.9,1.2
4/18/21 7:14,82.60,149.8,43.1,1.9,178.8,189.3,200.5,221.9,45.2,72.4,40.9,3.1,46.0,0,6.36,6.37,12.7,1.0
4/18/21 7:14,83.20,149.9,41.4,1.7,174.3,191.2,199.1,223.3,53.4,80.3,40.3,3.5,45.8,0,6.12,6.41,12.5,0.9
4/18/21 7:14,83.34,150.0,44.1,2.2,188.6,191.7,199.8,222.1,48.4,76.7,39.8,4.3,46.2,0,6.52,6.37,12.9,0.6
4/18/21 7:14,83.29,150.1,46.8,1.8,179.9,187.5,201.0,222.2,52.5,80.1,39.9,3.1,44.9,0,6.92,6.38,13.3,1.0
4/18/21 7:14,82.58,149.9,47.2,2.0,180.8,190.7,200.3,222.0,56.6,85.7,38.5,2.1,42.5,1,6.98,6.37,13.3,1.4
4/18/21 7:15,82.72,150.0,46.2,1.8,183.9,186.5,199.5,219.5,57.8,86.7,38.1,1.8,41.9,1,6.82,6.30,13.1,1.5
4/18/21 7:15,83.01,150.0,45.3,1.8,189.1,188.4,200.6,218.4,48.5,76.0,39.9,1.3,43.2,1,6.68,6.27,13.0,1.7
4/18/21 7:15,82.95,150.2,42.8,1.9,179.0,188.1,199.7,220.3,56.5,83.6,39.6,2.8,44.4,0,6.32,6.32,12.6,1.1
4/18/21 7:15,83.24,150.0,45.8,1.9,179.4,188.0,201.4,222.9,48.1,77.2,39.5,2.5,44.0,1,6.76,6.40,13.2,1.2
4/18/21 7:15,82.67,150.0,46.0,2.1,184.3,187.7,200.3,214.6,53.8,81.0,39.1,3.8,45.0,0,6.80,6.16,13.0,0.7
4/18/21 7:15,82.89,150.0,43.5,1.8,182.6,187.2,200.5,219.1,49.3,77.1,39.8,3.1,44.9,0,6.43,6.29,12.7,1.0
4/18/21 7:15,83.13,150.0,46.6,2.0,187.6,192.4,201.0,211.2,44.0,74.0,38.1,3.3,43.4,0,6.88,6.06,12.9,0.9
4/18/21 7:15,83.05,150.1,46.3,1.8,181.2,193.3,200.5,224.2,58.1,86.6,38.9,3.9,44.8,0,6.83,6.43,13.3,0.7
4/18/21 7:15,83.03,150.0,44.3,2.1,176.4,192.1,200.1,230.3,52.2,78.4,41.7,5.3,49.0,0,6.55,6.61,13.2,0.2
4/18/21 7:15,83.20,149.9,42.9,2.3,182.0,184.9,201.0,221.3,45.2,70.4,42.2,4.1,48.2,0,6.33,6.35,12.7,0.7
4/18/21 7:15,83.17,149.9,43.5,2.1,182.8,191.8,200.1,225.1,58.9,88.1,38.4,4.4,44.8,0,6.43,6.46,12.9,0.5
4/18/21 7:15,83.22,149.9,44.0,1.9,185.2,188.9,200.5,230.3,60.3,85.9,41.3,3.6,46.9,0,6.50,6.61,13.1,0.8
4/18/21 7:15,83.13,150.0,45.7,2.0,184.5,190.9,198.8,219.1,39.6,68.5,40.1,3.3,45.4,0,6.76,6.29,13.0,0.9
4/18/21 7:15,82.95,149.9,42.8,1.9,173.2,190.8,200.4,221.8,45.5,72.8,40.8,2.3,45.1,1,6.32,6.36,12.7,1.3
4/18/21 7:15,82.84,150.0,48.4,2.0,180.3,188.4,201.8,219.9,43.2,70.8,40.6,2.9,45.5,0,7.14,6.31,13.5,1.1
4/18/21 7:15,83.01,150.1,47.5,1.9,180.6,192.6,199.3,220.2,52.2,80.4,39.3,4.5,45.8,0,7.01,6.32,13.3,0.5
4/18/21 7:15,83.37,150.0,47.0,2.3,174.4,186.6,199.9,219.0,48.3,76.1,39.9,2.1,44.0,1,6.95,6.29,13.2,1.4
4/18/21 7:15,83.12,150.1,46.0,1.8,184.9,192.1,200.0,217.5,50.1,78.7,39.0,3.7,44.7,0,6.80,6.24,13.0,0.8
4/18/21 7:15,83.13,150.0,46.8,2.0,178.9,191.8,200.6,231.6,47.0,75.8,40.7,3.9,46.5,0,6.92,6.65,13.6,0.7
4/18/21 7:15,83.02,150.2,45.7,1.7,181.9,195.2,199.6,227.2,37.5,63.4,43.1,2.9,48.0,0,6.75,6.52,13.3,1.1
4/18/21 7:16,82.96,150.1,41.2,2.0,178.5,189.8,199.9,213.6,54.3,79.6,40.3,4.5,46.8,0,6.09,6.13,12.2,0.5
4/18/21 7:16,83.15,149.9,45.7,2.1,180.7,188.1,199.4,222.0,48.1,74.9,40.9,4.0,46.9,0,6.75,6.37,13.1,0.7
4/18/21 7:16,83.23,150.1,44.7,2.0,178.1,190.0,200.1,223.7,50.1,78.5,39.8,3.9,45.7,0,6.61,6.42,13.0,0.7
4/18/21 7:16,83.20,150.0,43.9,2.1,179.1,185.6,201.0,216.4,51.5,79.6,39.0,3.2,44.2,0,6.48,6.21,12.7,1.0
4/18/21 7:16,83.22,149.8,43.7,1.9,179.7,189.6,201.2,213.6,37.5,65.4,40.4,3.0,45.4,0,6.45,6.13,12.6,1.0
4/18/21 7:16,82.93,150.0,42.6,2.0,170.7,192.0,199.1,224.0,54.9,84.0,38.8,4.1,45.0,0,6.29,6.43,12.7,0.6
4/18/21 7:16,83.23,149.9,47.5,1.9,191.3,191.3,200.1,223.3,42.5,67.9,42.6,2.7,47.3,1,7.02,6.41,13.4,1.2
4/18/21 7:16,82.62,150.0,46.5,2.0,177.4,188.7,198.3,234.1,47.7,72.9,43.3,3.8,49.1,0,6.87,6.72,13.6,0.7
4/18/21 7:16,83.26,150.0,43.2,2.1,183.5,190.4,200.2,214.5,45.5,72.3,40.4,3.2,45.5,0,6.38,6.15,12.5,1.0
4/18/21 7:16,82.94,149.8,45.9,2.0,183.6,189.9,198.2,223.1,42.2,71.9,39.7,2.1,43.8,1,6.78,6.40,13.2,1.4
4/18/21 7:16,82.89,150.1,43.9,1.9,178.7,192.6,200.4,214.1,42.0,67.7,41.5,3.9,47.4,0,6.48,6.14,12.6,0.7
4/18/21 7:16,83.26,150.0,43.3,2.2,180.9,188.2,199.2,219.1,43.6,69.2,41.9,2.0,45.9,1,6.39,6.29,12.7,1.4
4/18/21 7:16,82.96,149.9,48.2,2.0,180.2,186.5,198.9,221.7,57.7,86.4,38.5,4.6,45.0,0,7.12,6.36,13.5,0.5
4/18/21 7:16,82.94,149.9,44.1,2.1,185.0,193.0,199.7,232.1,33.2,61.1,42.6,3.4,48.0,0,6.51,6.66,13.2,0.9
4/18/21 7:16,83.01,149.8,43.9,2.5,178.8,193.3,201.1,221.3,40.7,70.3,39.7,3.0,44.7,0,6.48,6.35,12.8,1.1
4/18/21 7:16,82.83,150.1,45.9,2.3,182.2,194.5,199.7,225.3,54.5,81.6,40.3,3.0,45.3,0,6.78,6.46,13.2,1.0
4/18/21 7:16,83.18,150.2,43.1,1.9,181.7,192.8,199.7,222.2,55.7,85.1,38.4,4.3,44.7,0,6.36,6.38,12.7,0.6
4/18/21 7:16,83.03,150.1,42.3,2.3,172.7,183.9,200.2,226.7,52.1,79.2,40.7,0.9,43.6,1,6.25,6.50,12.7,1.9
4/18/21 7:16,82.80,150.0,48.9,1.9,179.9,187.3,199.3,220.5,43.0,69.2,41.7,3.9,47.6,0,7.22,6.33,13.5,0.7
4/18/21 7:16,82.93,150.0,42.9,1.7,170.0,187.1,200.9,216.9,54.1,82.1,38.9,1.4,42.3,1,6.34,6.22,12.6,1.7
4/18/21 7:17,82.87,150.0,46.5,1.9,178.3,191.7,199.9,226.2,57.3,83.3,40.9,3.2,46.1,0,6.86,6.49,13.4,1.0
4/18/21 7:17,83.30,149.9,44.3,2.2,189.3,189.5,199.6,226.3,57.9,85.0,40.0,3.4,45.5,0,6.54,6.49,13.0,0.9
4/18/21 7:17,82.92,150.0,46.9,1.8,172.2,192.5,201.5,222.3,49.4,76.5,40.6,1.7,44.2,1,6.93,6.38,13.3,1.6
4/18/21 7:17,82.88,150.0,43.8,2.1,171.1,189.9,199.7,228.0,54.2,83.2,39.4,2.8,44.2,0,6.48,6.54,13.0,1.1
4/18/21 7:17,83.13,150.1,42.9,2.1,177.4,192.6,199.4,217.8,54.0,84.0,37.7,4.7,44.4,0,6.33,6.25,12.6,0.4
4/18/21 7:17,82.79,150.0,48.1,2.0,178.8,192.5,200.0,220.2,50.5,80.3,38.5,3.2,43.7,0,7.10,6.32,13.4,1.0
4/18/21 7:17,82.92,150.0,44.9,1.9,175.4,183.5,200.7,216.2,48.3,77.5,38.6,1.9,42.6,1,6.63,6.20,12.8,1.5
4/18/21 7:17,83.13,150.1,45.7,2.1,187.4,185.6,199.1,217.3,51.6,81.2,38.1,3.6,43.8,0,6.74,6.23,13.0,0.8
4/18/21 7:17,83.15,150.0,48.2,1.7,183.1,193.7,200.0,222.1,42.0,67.3,42.5,2.6,47.1,1,7.12,6.37,13.5,1.2
4/18/21 7:17,83.31,150.0,46.0,2.0,176.5,188.1,200.7,225.3,46.3,75.8,39.6,1.7,43.3,1,6.80,6.46,13.3,1.6
4/18/21 7:17,83.06,149.8,46.4,2.0,186.0,188.3,200.1,226.4,52.9,79.9,40.7,4.0,46.7,0,6.85,6.50,13.4,0.7
4/18/21 7:17,82.92,149.9,44.2,1.9,192.1,193.6,199.9,227.6,61.5,88.0,40.2,1.5,43.8,1,6.53,6.53,13.1,1.6
4/18/21 7:17,82.80,150.1,49.5,1.8,180.1,187.8,199.0,225.3,37.7,65.5,41.6,4.1,47.7,0,7.31,6.46,13.8,0.6
4/18/21 7:17,82.75,150.1,45.0,1.8,183.8,193.5,200.1,216.4,50.0,75.7,40.8,3.0,45.8,0,6.64,6.21,12.9,1.1
4/18/21 7:17,82.93,150.1,48.6,1.9,180.4,189.3,198.4,230.6,57.5,86.4,39.4,2.5,43.9,1,7.18,6.62,13.8,1.2
4/18/21 7:17,82.97,149.9,47.4,2.0,181.8,194.1,202.5,222.8,51.1,79.3,39.7,3.9,45.6,0,7.00,6.39,13.4,0.7
4/18/21 7:17,83.62,150.0,43.9,2.0,180.0,190.9,200.4,222.0,59.2,88.5,38.0,2.6,42.6,1,6.48,6.37,12.8,1.2
4/18/21 7:17,82.90,150.1,45.8,2.1,169.3,190.7,200.3,216.2,46.2,72.7,40.7,2.6,45.3,1,6.77,6.20,13.0,1.2
4/18/21 7:17,83.07,150.0,48.4,2.2,181.5,195.1,200.8,217.6,53.9,83.1,38.1,2.4,42.5,1,7.14,6.24,13.4,1.3
4/18/21 7:17,83.22,150.1,47.8,2.1,173.0,188.7,199.4,221.8,61.6,89.2,38.9,2.6,43.4,1,7.05,6.37,13.4,1.2
4/18/21 7:18,82.92,150.1,46.2,1.7,175.6,188.4,201.4,225.6,49.9,78.2,40.1,3.6,45.6,0,6.82,6.47,13.3,0.8
4/18/21 7:18,82.95,150.1,47.3,2.1,189.7,187.2,200.6,213.9,55.3,82.9,38.6,2.6,43.2,1,6.98,6.14,13.1,1.2
4/18/21 7:18,83.30,150.0,41.7,2.1,169.2,187.6,200.3,219.5,50.6,76.0,41.3,3.7,46.9,0,6.16,6.30,12.5,0.8
4/18/21 7:18,82.87,150.2,44.7,2.3,182.9,182.0,198.3,216.6,46.5,72.6,40.9,4.4,47.3,0,6.61,6.21,12.8,0.5
4/18/21 7:18,82.87,150.2,44.2,1.8,181.2,196.3,200.0,213.2,43.2,70.4,40.2,2.9,45.0,0,6.53,6.12,12.6,1.1
4/18/21 7:18,83.07,150.0,42.3,2.0,181.8,191.9,199.9,220.9,45.4,72.5,40.8,1.7,44.6,1,6.24,6.34,12.6,1.5
4/18/21 7:18,82.94,149.8,47.6,1.9,181.5,189.9,202.2,220.8,67.0,92.6,39.5,3.8,45.2,0,7.03,6.33,13.4,0.8
4/18/21 7:18,82.94,150.1,45.2,1.8,179.8,183.1,200.9,219.9,59.5,88.3,38.1,4.3,44.4,0,6.68,6.31,13.0,0.6
4/18/21 7:18,82.97,150.0,46.1,2.1,178.0,189.0,200.4,228.6,57.1,86.3,39.0,3.4,44.5,0,6.81,6.56,13.4,0.9
4/18/21 7:18,83.12,149.8,45.6,2.5,177.7,185.1,199.6,225.8,62.8,87.8,40.9,3.2,46.1,0,6.73,6.48,13.2,1.0
4/18/21 7:18,83.14,150.1,44.6,2.0,185.4,189.7,200.3,219.0,65.6,91.4,39.2,1.7,42.9,1,6.59,6.28,12.9,1.5
4/18/21 7:18,83.25,149.8,43.3,2.3,174.9,188.3,198.9,220.2,49.6,75.2,41.3,3.0,46.3,0,6.40,6.32,12.7,1.1
4/18/21 7:18,82.75,149.9,45.6,1.7,181.1,190.6,199.0,225.2,49.0,76.9,40.4,2.2,44.5,1,6.73,6.46,13.2,1.4
4/18/21 7:18,82.81,150.0,46.0,1.6,187.1,186.3,200.4,215.1,58.0,84.3,39.3,3.0,44.4,0,6.79,6.17,13.0,1.1
4/18/21 7:18,82.84,150.2,44.3,1.7,183.6,190.3,199.6,225.4,55.0,81.0,41.0,3.4,46.5,0,6.54,6.47,13.0,0.9
4/18/21 7:18,83.19,150.1,41.4,2.0,175.8,185.2,198.6,222.9,53.7,81.0,40.0,3.7,45.8,0,6.11,6.40,12.5,0.8
4/18/21 7:18,82.91,150.1,45.7,2.0,183.9,191.9,200.8,218.6,59.6,86.6,39.1,3.9,45.0,0,6.75,6.27,13.0,0.7
4/18/21 7:18,82.77,150.0,46.5,2.1,178.1,186.5,200.8,220.9,58.6,86.1,39.2,3.2,44.3,0,6.86,6.34,13.2,1.0
4/18/21 7:18,82.93,150.3,42.8,2.2,182.4,188.3,201.1,220.8,45.9,72.3,41.3,3.5,46.8,0,6.32,6.34,12.7,0.9
4/18/21 7:18,83.17,149.8,42.6,2.2,178.9,192.9,201.4,218.5,58.0,85.8,38.7,4.7,45.4,0,6.30,6.27,12.6,0.4
4/18/21 7:19,82.87,150.1,40.2,2.0,183.7,188.7,198.5,228.5,52.2,81.3,39.6,2.9,44.4,0,5.94,6.56,12.5,1.1
4/18/21 7:19,83.00,150.0,46.8,2.1,182.4,186.6,200.0,222.1,54.4,80.7,40.5,2.7,45.2,1,6.91,6.37,13.3,1.2
4/18/21 7:19,83.28,149.9,41.3,2.0,176.2,188.8,199.2,208.5,45.8,74.3,38.5,4.1,44.5,0,6.11,5.98,12.1,0.7
4/18/21 7:19,82.87,149.9,48.9,2.0,178.5,193.6,199.3,223.5,61.7,90.2,38.4,2.5,43.0,1,7.22,6.41,13.6,1.2
4/18/21 7:19,83.00,150.1,46.7,2.0,180.5,192.4,199.6,215.2,47.0,76.8,38.3,3.3,43.6,0,6.89,6.18,13.1,0.9
4/18/21 7:19,83.37,150.0,43.3,2.5,185.6,191.7,199.8,218.5,55.9,82.3,39.9,3.0,44.9,0,6.39,6.27,12.7,1.0
4/18/21 7:19,83.16,150.2,47.4,2.3,176.4,188.1,200.6,219.4,46.2,75.9,38.9,3.6,44.4,0,7.00,6.30,13.3,0.8
4/18/21 7:19,83.01,149.9,48.8,2.1,174.4,192.0,198.7,225.3,52.9,82.2,39.1,3.2,44.3,0,7.20,6.46,13.7,1.0
4/18/21 7:19,83.04,150.1,41.0,2.1,183.3,184.1,198.5,226.2,52.2,77.4,42.0,2.8,46.8,1,6.06,6.49,12.5,1.1
4/18/21 7:19,82.75,149.9,44.1,2.3,186.0,191.5,199.5,215.0,38.4,66.7,40.2,3.5,45.6,0,6.52,6.17,12.7,0.9
4/18/21 7:19,82.70,150.0,48.7,1.6,176.9,188.5,200.0,217.3,51.5,77.9,40.2,1.6,43.8,1,7.20,6.23,13.4,1.6
4/18/21 7:19,83.47,150.0,45.3,1.8,186.9,197.0,198.3,220.8,42.9,68.0,42.5,3.6,48.1,0,6.69,6.34,13.0,0.8
4/18/21 7:19,82.99,150.1,43.4,2.1,175.0,193.0,201.8,216.6,38.7,67.0,40.3,2.7,44.9,1,6.41,6.22,12.6,1.2
4/18/21 7:19,83.03,150.1,43.4,2.2,184.1,192.8,201.3,228.0,50.1,76.2,41.8,4.5,48.3,0,6.41,6.54,13.0,0.5
4/18/21 7:19,83.04,149.9,42.5,1.9,179.9,196.2,199.3,221.7,51.4,79.5,39.6,1.6,43.2,1,6.27,6.36,12.6,1.6
4/18/21 7:19,82.92,150.1,45.9,1.7,181.0,192.0,200.2,217.7,53.0,82.5,38.1,2.7,42.7,1,6.78,6.25,13.0,1.2
4/18/21 7:19,82.98,150.0,45.1,2.2,182.9,186.6,199.7,229.2,47.0,73.4,42.0,3.4,47.4,0,6.66,6.58,13.2,0.9
4/18/21 7:19,83.00,150.0,41.9,1.5,188.1,186.9,199.9,229.0,43.0,72.1,40.6,2.8,45.3,1,6.19,6.57,12.8,1.1
4/18/21 7:19,83.18,150.1,43.8,1.9,177.0,188.4,200.4,217.3,46.9,74.6,39.9,3.1,45.0,0,6.48,6.24,12.7,1.0
4/18/21 7:19,82.83,149.8,44.4,1.6,178.7,191.9,200.8,225.1,64.3,89.9,40.3,2.9,45.1,0,6.55,6.46,13.0,1.1
4/18/21 7:20,83.19,150.0,44.7,1.9,175.9,188.7,200.8,211.3,32.0,60.5,40.3,2.2,44.5,1,6.61,6.06,12.7,1.4
4/18/21 7:20,82.91,150.1,46.8,2.1,182.3,191.0,199.6,224.2,45.3,70.7,42.3,4.1,48.5,0,6.92,6.43,13.4,0.6
4/18/21 7:20,82.87,150.1,46.0,2.0,181.1,186.2,198.5,207.9,44.9,70.5,40.5,2.6,45.1,1,6.80,5.96,12.8,1.2
4/18/21 7:20,83.23,149.8,42.0,2.0,176.5,186.5,199.4,217.6,40.4,66.6,41.6,2.8,46.4,1,6.20,6.25,12.4,1.1
4/18/21 7:20,83.17,149.8,48.0,2.3,173.4,190.4,200.8,225.5,44.4,71.2,41.6,2.6,46.2,1,7.09,6.47,13.6,1.2
4/18/21 7:20,82.63,150.1,48.4,1.7,175.3,193.0,201.2,224.8,54.1,79.1,41.8,1.1,44.9,1,7.15,6.45,13.6,1.8
4/18/21 7:20,83.46,150.0,44.7,2.0,181.9,187.1,199.7,209.9,40.1,69.8,38.5,3.0,43.5,0,6.60,6.02,12.6,1.1
4/18/21 7:20,83.08,149.9,43.4,1.6,187.1,193.2,199.8,219.1,46.4,72.0,41.6,2.8,46.4,1,6.41,6.29,12.7,1.1
4/18/21 7:20,83.16,149.9,44.5,1.8,180.7,187.5,201.3,221.5,52.0,81.8,38.4,4.2,44.7,0,6.57,6.36,12.9,0.6
4/18/21 7:20,83.08,150.1,41.0,2.2,184.9,192.1,200.1,221.3,45.4,71.8,41.3,4.7,48.1,0,6.06,6.35,12.4,0.4
4/18/21 7:20,82.63,150.1,45.8,2.1,174.0,188.3,200.0,210.4,48.5,73.9,40.5,3.7,46.2,0,6.76,6.04,12.8,0.8
4/18/21 7:20,83.15,150.0,43.2,2.0,173.3,192.0,202.3,213.3,45.5,73.7,39.3,3.5,44.8,0,6.39,6.12,12.5,0.9
4/18/21 7:20,83.09,150.0,44.4,1.6,170.4,189.4,200.4,226.3,47.6,75.8,40.4,2.9,45.3,0,6.55,6.49,13.0,1.1
4/18/21 7:20,82.87,150.1,46.4,2.4,179.3,192.5,199.7,219.9,54.9,82.0,39.7,3.8,45.5,0,6.86,6.31,13.2,0.7
4/18/21 7:20,82.68,150.0,44.3,1.8,178.9,194.4,199.2,223.6,37.7,67.6,40.1,2.3,44.4,1,6.54,6.41,13.0,1.3
4/18/21 7:20,82.84,149.9,48.2,2.2,181.1,191.3,199.7,215.3,53.1,79.1,40.1,4.4,46.6,0,7.12,6.18,13.3,0.5
4/18/21 7:20,83.23,149.9,43.2,2.4,180.0,190.7,199.3,216.8,60.1,85.2,40.1,4.6,46.7,0,6.38,6.22,12.6,0.5
4/18/21 7:20,83.01,150.0,42.2,2.0,179.7,193.7,197.9,217.4,47.5,75.3,39.7,1.7,43.4,1,6.23,6.24,12.5,1.6
4/18/21 7:20,83.21,149.9,50.5,2.1,195.5,192.4,201.3,217.0,50.0,76.8,40.1,3.3,45.4,0,7.46,6.23,13.7,0.9
4/18/21 7:20,83.30,150.1,45.2,2.2,179.2,190.1,199.5,221.3,46.9,73.2,41.3,3.2,46.5,0,6.68,6.35,13.0,1.0
